"","기준날짜","상품명","판매업소","판매가격","제조사"
"576",2020-05-13,"백산수2L","GS리테일","1,700","농심"
"577",2020-05-13,"부채표미인활액75ML","GS리테일","1,000","동화약품"
"578",2020-05-13,"초콜릿드링크초코에몽250ML","GS리테일","1,300","남양"
"579",2020-05-13,"루카스더블샷라떼250ML","GS리테일","2,000","남양"
"580",2020-05-13,"루카스라떼250ML","GS리테일","2,000","남양"
"581",2020-05-13,"루카스아메리카노250ML","GS리테일","2,000","남양"
"582",2020-05-13,"FC로스터리슈크림라떼320ML","GS리테일","2,500","남양"
"583",2020-05-13,"FC콜드브류마키아또320ML","GS리테일","2,500","남양"
"584",2020-05-13,"FC콜드브류아메리카노320ML","GS리테일","2,500","남양"
"585",2020-05-13,"프렌치몽블랑라떼320ML","GS리테일","2,500","남양"
"586",2020-05-13,"프렌치흑임자라떼320ML","GS리테일","2,500","남양"
"587",2020-05-13,"FC로스터리모카리치","GS리테일","2,000","남양"
"588",2020-05-13,"FC로스터리바닐라크림라떼","GS리테일","2,000","남양"
"589",2020-05-13,"FC로스터리블랙글레이즈드","GS리테일","2,000","남양"
"590",2020-05-13,"FC로스터리에스프레소라떼","GS리테일","2,000","남양"
"591",2020-05-13,"FC로스터리카라멜리치","GS리테일","2,000","남양"
"592",2020-05-13,"오늘의과일야채사과190ML","GS리테일","1,200","빙그레"
"593",2020-05-13,"오늘의과일야채포도190ML","GS리테일","1,200","빙그레"
"594",2020-05-13,"99","GS리테일","1,000","매일"
"595",2020-05-13,"두유식이섬유190ML","GS리테일","1,000","매일"
"596",2020-05-13,"위플렉스발효유140ML","GS리테일","1,400","유어스"
"597",2020-05-13,"장플렉스발효유140ML","GS리테일","1,400","유어스"
"598",2020-05-13,"바이오드링킹딸기250ML","GS리테일","1,800","매일"
"599",2020-05-13,"바이오드링킹블루베리250ML","GS리테일","1,800","매일"
"600",2020-05-13,"바이오드링킹사과250ML","GS리테일","1,800","매일"
"601",2020-05-13,"바이오드링킹플레인250ML","GS리테일","1,800","매일"
"602",2020-05-13,"썬업과일야채톡톡그린200ML","GS리테일","2,000","매일"
"603",2020-05-13,"썬업과일야채톡톡녹황200ML","GS리테일","2,000","매일"
"604",2020-05-13,"과일야채샐러드녹황190ML","GS리테일","1,800","매일"
"605",2020-05-13,"과일야채샐러드레드190ML","GS리테일","1,800","매일"
"606",2020-05-13,"과일야채샐러드퍼플190ML","GS리테일","1,800","매일"
"607",2020-05-13,"펭럽유딸기우유300ML","GS리테일","1,500","유어스"
"608",2020-05-13,"펭럽유초코우유300ML","GS리테일","1,500","유어스"
"609",2020-05-13,"우유속에딸기과즙우유300ML","GS리테일","1,500","매일"
"610",2020-05-13,"우유속에코코아300ML","GS리테일","1,500","매일"
"611",2020-05-13,"커피속에마끼야또300ML","GS리테일","1,500","매일"
"612",2020-05-13,"커피속에모카치노300ML","GS리테일","1,500","매일"
"613",2020-05-13,"커피속에흑당카페돌체300ML","GS리테일","1,500","매일"
"614",2020-05-13,"바리스타디카페인라떼325ML","GS리테일","2,500","매일"
"615",2020-05-13,"바리스타바닐라빈라떼325ML","GS리테일","2,500","매일"
"616",2020-05-13,"바리스타쇼콜라모카325ML","GS리테일","2,500","매일"
"617",2020-05-13,"바리스타콜드브루블랙325ML","GS리테일","2,500","매일"
"618",2020-05-13,"바리스타플라넬드립라떼325","GS리테일","2,500","매일"
"619",2020-05-13,"바리스타로슈거에스프레소","GS리테일","2,000","매일"
"620",2020-05-13,"바리스타모카프레소250ML","GS리테일","2,000","매일"
"621",2020-05-13,"바리스타스모키250ML","GS리테일","2,000","매일"
"622",2020-05-13,"바리스타에스프레소라떼250","GS리테일","2,000","매일"
"623",2020-05-13,"바리스타카라멜프레소250ML","GS리테일","2,000","매일"
"624",2020-05-13,"아침에주스골든사과230ML","GS리테일","1,500","서울"
"625",2020-05-13,"아침에주스석류230ML","GS리테일","1,500","서울"
"626",2020-05-13,"아침에주스제주감귤230ML","GS리테일","1,500","서울"
"627",2020-05-13,"아침에주스청포도230ML","GS리테일","1,500","서울"
"628",2020-05-13,"달고나우유300ML","GS리테일","1,500","서울"
"629",2020-05-13,"바나나우유300ML","GS리테일","1,500","서울"
"630",2020-05-13,"커피우유300ML","GS리테일","1,500","서울"
"631",2020-05-13,"요구르트딸기310ML","GS리테일","1,900","덴마크"
"632",2020-05-13,"요구르트민트310ML","GS리테일","1,900","덴마크"
"633",2020-05-13,"요구르트베리믹스310ML","GS리테일","1,900","덴마크"
"634",2020-05-13,"요구르트복숭아310ML","GS리테일","1,900","덴마크"
"635",2020-05-13,"요구르트사과310ML","GS리테일","1,900","덴마크"
"636",2020-05-13,"요구르트자두310ML","GS리테일","1,900","덴마크"
"637",2020-05-13,"요구르트청포도310ML","GS리테일","1,900","덴마크"
"638",2020-05-13,"요구르트파인애플310ML","GS리테일","1,900","덴마크"
"639",2020-05-13,"요구르트플레인310ML","GS리테일","1,900","덴마크"
"640",2020-05-13,"딸기딸기우유300ML","GS리테일","1,500","덴마크"
"641",2020-05-13,"모닝시리얼우유310ML","GS리테일","1,500","덴마크"
"642",2020-05-13,"블랙슈가밀크티300ML","GS리테일","1,500","덴마크"
"643",2020-05-13,"초코초코우유300ML","GS리테일","1,500","덴마크"
"644",2020-05-13,"카페라떼","GS리테일","1,500","덴마크"
"645",2020-05-13,"커피커피우유300ML","GS리테일","1,500","덴마크"
"646",2020-05-13,"페퍼민트밀크티300ML","GS리테일","1,500","덴마크"
"647",2020-05-13,"얼라이브망고250ML","GS리테일","1,500","덴마크"
"648",2020-05-13,"얼라이브블러드오렌지250","GS리테일","1,500","덴마크"
"649",2020-05-13,"얼라이브스위티자몽250ML","GS리테일","1,500","덴마크"
"650",2020-05-13,"슈레드피자치즈25G","GS리테일","1,000","덴마크"
"651",2020-05-13,"인포켓치즈20G","GS리테일","1,300","덴마크"
"652",2020-05-13,"인포켓치즈트러플맛20G","GS리테일","1,300","덴마크"
"653",2020-05-13,"커핑로드모카라떼300ML","GS리테일","2,500","덴마크"
"654",2020-05-13,"커핑로드버터크림라떼300","GS리테일","2,500","덴마크"
"655",2020-05-13,"커핑로드에스프레소라떼","GS리테일","2,500","덴마크"
"656",2020-05-13,"커핑로드카페봉봉300ML","GS리테일","2,500","덴마크"
"657",2020-05-13,"커핑로드흑당크림라떼300","GS리테일","2,500","덴마크"
"658",2020-05-13,"타이거슈가흑당밀크티300","GS리테일","2,500","유어스"
"659",2020-05-13,"콩카페연유라떼250ML","GS리테일","2,000","덴마크"
"660",2020-05-13,"콩카페코코넛라떼250ML","GS리테일","2,000","덴마크"
"661",2020-05-13,"가나초코우유300ML","GS리테일","1,500","푸르밀"
"662",2020-05-13,"오가닉레드비트","GS리테일","1,400","롯데"
"663",2020-05-13,"TOP마일드라떼300ML","GS리테일","2,200","맥심"
"664",2020-05-13,"TOP볼드라떼300ML","GS리테일","2,200","맥심"
